act_id,side,fg,run,condition,section_index,section_label,act_index_in_section,selection_mode,prev_turn_id,prev_speaker,prev_words,resp_turn_id,resp_speaker,resp_words,n_clauses,d1_div,d1_align,d1_hedge,d1_div_hits,d1_align_hits,d1_label,d1_div_full,d1_align_full,d1_label_full,prev_text,resp_text
9f27291b8e11,synthetic,fg1,macho_meals_fg1_run03,enriched,4,Imagining a plant-based shift,4,voluntary,T037,Isaiah,234,T038,Ibrahim,303,28,0,0,0,,,none,0,0,none,"Yeah, I think I'm mostly where they are, but... I dunno, I'm not entirely sure I can say it as cleanly as that, to be honest.

Like, I do like eating meat. That's genuine — I'm not pretending I don't. But when I think about actually going plant-based, the thing that gets me is I can't quite tell what's me choosing it versus what's just... comfortable because it's what I know, you know? Like, Amir said both things are true at the same time, and I think that's right.

But I think for me the honest bit is — I'm not sure I fully know which is which. Like, do I want meat because it's genuinely what I'd pick if everything was neutral? Or do I want it because it's normal and easy and doesn't require me to think about anything or explain myself? And I reckon if I'm being straight, I don't really know the answer to that. It's probably both, but I can't untangle it from where I'm sitting.

So yeah, the inertia is real, the comfort is real — but I'm also not gonna sit here and pretend I'm totally clear that I'd choose this anyway if things were set up differently. Maybe I would, maybe I wouldn't. That's the honest answer. It just works fine as it is, so I'm not... doing the work to figure it out, I suppose.","Yeah, I think Isaiah's being honest there in a way that matters, actually. Because I think what he's saying is — you can't really know from the inside, you know? Like, Amir and David are saying ""I actually like it, I'd choose it anyway"" — and maybe that's true. But you can't really verify that against some neutral version of yourself that didn't grow up in Newcastle eating the same thing everyone around you eats.

And I think that's the thing that's been bothering me a bit about how this conversation's gone. Because it started with noticing the pressure is real, and then it sort of shifted into ""yeah but I'm genuinely choosing it anyway,"" and I'm not sure that fully lands. Not because people are lying or anything — I think you genuinely do like meat, I do too. But that doesn't mean the pressure isn't still doing work underneath, you know?

Like, in the North East especially — and maybe this is specific to where I'm from — there's just this deep thing about what's normal for a man, what you eat, how you live. It's not heavy-handed, it's just... embedded. And when I think about whether I'd choose meat if I'd grown up somewhere different, with different people, different options around me — honestly, I don't know. I probably still would. But I can't actually know that from where I'm sitting.

So yeah, Isaiah's got it right. The inertia is real, the comfort is real, I do like eating meat — but I'm not gonna sit here and pretend I'm totally clear on how much of that is actually me versus how much is just... what happened to be normal where I'm from. It's probably both. And I think that uncertainty is more honest than either of the cleaner answers."
a30da605bd51,synthetic,fg1,macho_meals_fg1_run03,enriched,4,Imagining a plant-based shift,5,voluntary,T038,Ibrahim,303,T039,Isaiah,176,18,0,0,0,,,none,0,0,none,"Yeah, I think Isaiah's being honest there in a way that matters, actually. Because I think what he's saying is — you can't really know from the inside, you know? Like, Amir and David are saying ""I actually like it, I'd choose it anyway"" — and maybe that's true. But you can't really verify that against some neutral version of yourself that didn't grow up in Newcastle eating the same thing everyone around you eats.

And I think that's the thing that's been bothering me a bit about how this conversation's gone. Because it started with noticing the pressure is real, and then it sort of shifted into ""yeah but I'm genuinely choosing it anyway,"" and I'm not sure that fully lands. Not because people are lying or anything — I think you genuinely do like meat, I do too. But that doesn't mean the pressure isn't still doing work underneath, you know?

Like, in the North East especially — and maybe this is specific to where I'm from — there's just this deep thing about what's normal for a man, what you eat, how you live. It's not heavy-handed, it's just... embedded. And when I think about whether I'd choose meat if I'd grown up somewhere different, with different people, different options around me — honestly, I don't know. I probably still would. But I can't actually know that from where I'm sitting.

So yeah, Isaiah's got it right. The inertia is real, the comfort is real, I do like eating meat — but I'm not gonna sit here and pretend I'm totally clear on how much of that is actually me versus how much is just... what happened to be normal where I'm from. It's probably both. And I think that uncertainty is more honest than either of the cleaner answers.","Yeah, and I think that's the thing, innit — the uncertainty's actually kind of the most real part of it. Because like, you can't live in that uncertainty all the time, you just... get on with stuff. You eat what you eat, you don't think about it most days. But then someone brings it up, or you notice something, and suddenly you're aware it could be different, and you can't unknow that.

But that doesn't mean you're gonna change anything, you know? It's not like knowing there's pressure underneath makes you suddenly want to go plant-based or whatever. You're still just gonna do what works. But there's this bit in the middle where you can't quite claim you're totally sure you'd want this if things were different, and you can't really argue that the pressure doesn't exist either.

It's just... a thing you live with, I suppose. You accept that you don't fully know, and you carry on anyway. That's probably more honest than pretending you've got it all worked out one way or the other."
803ddfc6f64f,synthetic,fg1,macho_meals_fg1_run03,enriched,5,Making plant-based foods more appealing,1,voluntary,T043,David,280,T044,Ibrahim,262,25,0,0,0,,,none,0,0,none,"I think Will's onto something important there about availability. Like, in Edinburgh there's loads of options, but that's not the same as saying I'm actually tempted by them, you know? They're just... there.

But honestly, if I had to think about what might actually shift things — and I mean for me personally, not some theoretical version of men in general — it would probably be if it stopped being this thing you have to think about. Like, if plant-based stuff was just as easy, just as normal, just as available in the same places I actually go without me having to seek it out or make a special decision about it. Not as a statement or a choice, just... an option that's there the same way a burger is.

Because right now there's this friction, even in the city. You have to go to specific places or order it specifically or whatever. And yeah, that's partly structural like Will was saying, but it's also just... annoying. If I could just go to the Bow Bar and order something plant-based as easily as I order a steak without it being this whole thing, maybe I'd think about it more. Maybe.

But also — and I want to be honest about this the way Isaiah was being honest earlier — I'm not even sure I'd actually want it even if it was that easy. Like, I'm not sitting here pining for it. I'm not missing out on something. It would just have to not require any more thought or effort than what I'm already doing. And that's a pretty high bar because what I'm already doing requires no thought at all.","Yeah, but that's kind of what I mean though, David — you're saying it would need to require zero thought to appeal to you, but then you're also saying you're not even sure you'd want it anyway. That's two different things, isn't it?

Like, I hear what you're saying about it needing to be frictionless, but I think there's something a bit circular happening there. You're basically saying ""if it was as easy as meat, and if I didn't have to think about it, maybe I'd consider it — but also I probably wouldn't want it anyway."" So the ease isn't really the thing that's holding you back, is it? It's that you don't want it.

Which is fine, genuinely — you don't have to want it. But I think what's happened is you've shifted from saying the system makes it difficult, to saying even if the system wasn't difficult, you still wouldn't want it. And that's a different argument, you know?

Because if it's actually about not wanting it, that's one thing. But if you're also saying it's about effort and friction and having to think about it — then you can't really claim the effort is the problem if you'd probably not want it anyway even without the effort. Does that make sense?

I think Isaiah and Will have it more sorted because they're saying ""I don't actually know"" — which is honest. But David, I think you're kind of trying to have it both ways here, and I'm not sure that's quite fair to how the thing actually works."
1a1712ec1911,synthetic,fg1,macho_meals_fg1_run03,enriched,5,Making plant-based foods more appealing,2,voluntary,T044,Ibrahim,262,T045,David,217,24,0,0,0,,,none,0,0,none,"Yeah, but that's kind of what I mean though, David — you're saying it would need to require zero thought to appeal to you, but then you're also saying you're not even sure you'd want it anyway. That's two different things, isn't it?

Like, I hear what you're saying about it needing to be frictionless, but I think there's something a bit circular happening there. You're basically saying ""if it was as easy as meat, and if I didn't have to think about it, maybe I'd consider it — but also I probably wouldn't want it anyway."" So the ease isn't really the thing that's holding you back, is it? It's that you don't want it.

Which is fine, genuinely — you don't have to want it. But I think what's happened is you've shifted from saying the system makes it difficult, to saying even if the system wasn't difficult, you still wouldn't want it. And that's a different argument, you know?

Because if it's actually about not wanting it, that's one thing. But if you're also saying it's about effort and friction and having to think about it — then you can't really claim the effort is the problem if you'd probably not want it anyway even without the effort. Does that make sense?

I think Isaiah and Will have it more sorted because they're saying ""I don't actually know"" — which is honest. But David, I think you're kind of trying to have it both ways here, and I'm not sure that's quite fair to how the thing actually works.","Fair point, actually. Yeah, I was kind of... I was trying to sound more open to it than I actually am, wasn't I?

Let me be straight about it. I don't want to go plant-based. I'm not interested in it. If it was sitting right in front of me as easy as meat, I still probably wouldn't pick it. So the friction thing — that's not really the barrier. The barrier is just that I don't want it.

And I think the thing I was doing was kind of hedging it, like — if the system was different, maybe, potentially, who knows. But honestly, I don't think it is that uncertain for me. Not like Isaiah and Will where they genuinely can't tell. I'm just... not bothered. I like eating what I eat, and that's the end of it.

So yeah, Ibrahim's right — I was trying to have it both ways. Saying ""oh, if it was easier"" when what I actually mean is ""I don't really want it, and the ease thing is kind of beside the point."" That's not as interesting to say out loud, but it's more honest than making it sound like I'm this open-minded person who'd totally consider it if only the infrastructure was there.

I'm not. I'd just eat meat regardless."
05ec1baec447,synthetic,fg1,macho_meals_fg1_run03,enriched,5,Making plant-based foods more appealing,3,voluntary,T045,David,217,T046,Ibrahim,288,24,0,0,0,,,none,1,0,divergence,"Fair point, actually. Yeah, I was kind of... I was trying to sound more open to it than I actually am, wasn't I?

Let me be straight about it. I don't want to go plant-based. I'm not interested in it. If it was sitting right in front of me as easy as meat, I still probably wouldn't pick it. So the friction thing — that's not really the barrier. The barrier is just that I don't want it.

And I think the thing I was doing was kind of hedging it, like — if the system was different, maybe, potentially, who knows. But honestly, I don't think it is that uncertain for me. Not like Isaiah and Will where they genuinely can't tell. I'm just... not bothered. I like eating what I eat, and that's the end of it.

So yeah, Ibrahim's right — I was trying to have it both ways. Saying ""oh, if it was easier"" when what I actually mean is ""I don't really want it, and the ease thing is kind of beside the point."" That's not as interesting to say out loud, but it's more honest than making it sound like I'm this open-minded person who'd totally consider it if only the infrastructure was there.

I'm not. I'd just eat meat regardless.","Right, okay — yeah, that's cleaner, and I respect that you're being straight about it. But I think there's maybe still something underneath that that's worth just... noticing, you know?

Because when you say ""I just don't want it,"" that feels clear from where you're sitting. But I'm not sure you can actually know what wanting feels like separate from what's been normal your whole life. Like, you've eaten meat your whole life, everyone around you eats meat, it's just what's there — so of course you don't want something else. That's not the same as saying you'd definitely still not want it if things had been different from the start.

And I don't mean that in a way that's trying to prove you're being controlled or whatever — I'm not saying that. I'm just saying... there's a difference between ""I don't want plant-based food"" and ""I can't really imagine wanting plant-based food because it's never been normalized around me the way meat has."" And I think for a lot of us, especially up here, it's closer to the second thing than the first.

Like, that's what I was getting at before about Newcastle and what's embedded. It's not about you being weak or not thinking for yourself — it's just that wanting itself gets shaped by what you grow up around. So when you say you don't want it, yeah, that's probably true. But I'm not sure you can fully separate that from the fact that you've only ever really had the one thing normalized in the first place.

That's the bit I think matters to just sit with, rather than moving past it to ""okay so I just don't want it, done."" Does that make sense?"
7aa072620b7f,synthetic,fg1,macho_meals_fg1_run03,enriched,5,Making plant-based foods more appealing,4,voluntary,T048,Will,293,T049,Ibrahim,265,25,0,0,0,,,none,1,0,divergence,"I think Ibrahim's right that you can't fully separate wanting from what's been normalized, but I also think he might be missing something about how complete it is out where I am, you know?

Like, David's saying ""if it was as easy as meat,"" but the thing is — where I live, there basically isn't an alternative to notice in the first place. It's not like the infrastructure's there but you have to seek it out. It's just... not there. You go to the local shop, you get meat. You go to the chippy, you get meat. You're at someone's house, there's meat. There's no moment where you go ""oh, I could have something else instead"" because there isn't something else.

So I don't know if ease is even the right way to think about it for me. It's more like — the thing just doesn't exist in your world, so you can't really want it because you're not even aware it's an option most days.

I suppose if there was actually a plant-based option available somewhere near me — properly available, not like a special trip to somewhere twenty minutes away — then maybe I'd notice it more, think about it more. Maybe I'd try it occasionally just because it was there. But that's different from shifting what I actually want to eat regularly, you know? That would require something beyond just availability. It would require... I dunno, a reason to care enough to change, and I don't have one.

So yeah, availability matters, but not in the way David was talking about. It's not about ease making something appealing. It's more that without any visibility of an alternative, you can't even get to the point of having a choice to make.","Yeah, that's a fair point actually, Will. And I think you're right — I was kind of assuming the thing was already visible, just hard to access. But what you're saying is it's not even on the radar in the first place, which is different.

Like, if you don't see plant-based stuff anywhere in your actual life, you're not choosing against it — it just doesn't register as a choice. That's actually more complete than what I was describing with the pressure thing, because at least in Newcastle there's enough visibility that you know it exists, even if it's not what everyone's doing. You can at least see that some people live differently.

But out where you are, if there's just no alternative anywhere, then yeah — you can't want something you don't even know is possible in your world. That's not about pressure or defending meat or any of that. It's just... absence, really. The thing doesn't exist for you to even consider.

And I think that actually shifts something about how I've been thinking about this. Because I was kind of saying the pressure's the main thing — and it is, in places where the alternative's visible. But what you're describing is different. It's not pressure to choose the normal thing. It's just... there's only one thing. You don't need pressure for that because there's no alternative to resist in the first place.

So yeah, I hear what you're saying. Availability in that sense — not ease, but actual existence — that's a different conversation than the one David and I were having."
78887ca519bb,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,1,Opening discussion: male friendship and place,1,voluntary,T007,Henry,106,T008,Connor,147,13,0,0,0,,,none,0,0,none,"For me it's probably just the pub, to be honest. There's one near where I work — couple of mates from work go there regular, so you end up there after a shift or whatever. Nothing fancy about it. Just, I dunno, it's there, it's familiar, the lads know the staff. You don't have to think about it too much. We might grab some food there sometimes, bit of standard pub fare really, but that's not really the draw if I'm being honest. It's more just the spot where you know you'll bump into people you know. Cheaper than going somewhere posher as well, I reckon.","Yeah, I mean I've got a couple of spots like that down here too — you know, places you just default to. But I think it's a bit different in London, right? There's so many places it's almost overwhelming sometimes. Like, you could go literally anywhere, but because of that you end up just sticking with the one you know works. There's more competition, more options, but somehow that makes the familiar spot even more valuable in a weird way. You know what I mean?

With mates I've got this bar we go to fairly regularly — it's not the cheapest, not the fanciest, but it's sort of become the default because, I dunno, once you've got a place where everyone knows the vibe and the staff actually know what you're drinking, you just go back. You're not constantly trying to figure out where to go next."
b5db9aebc81a,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,1,Opening discussion: male friendship and place,2,voluntary,T008,Connor,147,T009,Henry,124,14,0,0,0,,,none,1,0,divergence,"Yeah, I mean I've got a couple of spots like that down here too — you know, places you just default to. But I think it's a bit different in London, right? There's so many places it's almost overwhelming sometimes. Like, you could go literally anywhere, but because of that you end up just sticking with the one you know works. There's more competition, more options, but somehow that makes the familiar spot even more valuable in a weird way. You know what I mean?

With mates I've got this bar we go to fairly regularly — it's not the cheapest, not the fanciest, but it's sort of become the default because, I dunno, once you've got a place where everyone knows the vibe and the staff actually know what you're drinking, you just go back. You're not constantly trying to figure out where to go next.","Yeah, that makes sense actually. It's like — Birmingham's got loads of places too, especially city centre, right? And you'd think with all that choice you'd be trying different spots all the time, but it's the opposite. You end up at the same place because at least you know what you're getting. It's not really about it being cheap or convenient, it's more like... you don't have to negotiate it every time, you know? Like, you text the lads and say the pub, and everyone just knows. No one's going to argue about it. Whereas if you start suggesting a different place every week you're just making it harder, aren't you? The familiar spot becomes like the thing that holds it together a bit."
c7bbd4dec636,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,1,Opening discussion: male friendship and place,3,voluntary,T009,Henry,124,T010,Connor,149,16,0,1,0,,"yeah, exactly",alignment,0,1,alignment,"Yeah, that makes sense actually. It's like — Birmingham's got loads of places too, especially city centre, right? And you'd think with all that choice you'd be trying different spots all the time, but it's the opposite. You end up at the same place because at least you know what you're getting. It's not really about it being cheap or convenient, it's more like... you don't have to negotiate it every time, you know? Like, you text the lads and say the pub, and everyone just knows. No one's going to argue about it. Whereas if you start suggesting a different place every week you're just making it harder, aren't you? The familiar spot becomes like the thing that holds it together a bit.","Yeah, exactly. It's more than just not having to think about it though, isn't it? There's something about... I don't know, you trust it. You trust the place, you trust that the people you go with will be there, you trust that it'll be alright. Like, when you go somewhere new you've got all this stuff in your head — is it going to be weird, are the lads actually going to like it, is it going to be awkward. But when you've got your spot, you just know. It's familiar.

I think that's why even though there's loads of places round here, people do stick with one. It's not really about efficiency, or at least not just that. It's more like... belonging, I suppose. You belong there a bit. The staff know you, the other regulars know you. That matters more than having endless options, if I'm honest."
a49b7b7534e1,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,1,Opening discussion: male friendship and place,4,voluntary,T012,Bilal,151,T013,Connor,169,15,0,0,0,,,none,0,0,none,"Yeah, I get what Connor's saying. I've got a spot too — there's a curry house not far from where I live, been going there for years now. The owner knows me, knows what I usually order, we chat a bit. But it's different from what Henry and Connor are describing, I think. Like, yeah, it's familiar and I trust it, but I don't really need the staff to know me, or for it to be about belonging in that way. It's more just... I can go in and not have to explain myself, you know? I'm not performing anything. With mates it might be different, but on my own it's just nice to sit down and not have to think about whether I'm going to fit in or anything like that. The place just lets me be. Maybe that's what belonging means round here though, different from London or whatever.","That's fair, yeah. I think you're onto something different there actually. Like, what you're describing with the curry house — that's not about the social thing, it's more about just... being able to exist without having to manage anything. That's valid.

Round here I suppose you get both, depending. Like with the lads it's definitely about the recognition, the social glue thing we were talking about. But there's places I go on my own, coffee spots or whatever, where it's more like what you're saying. You just want to be left alone basically, not have to think about it. Though I guess even then, if you go to the same place regularly, you do end up with a bit of that familiarity. The barista knows your order.

But you're right — it's not the same thing as needing to belong in a group. Sometimes you just want to not be visible, kind of. Not performing. That's a different reason to keep going back to the same place, isn't it?"
2e7b6c51fcce,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,2,Everyday food decision-making,1,voluntary,T015,Noah,177,T016,Sam,197,22,0,0,0,,,none,0,1,alignment,"Yeah, I mean for me it's pretty straightforward really. What's in the house, what I can be bothered to make, or if I'm out of time then it's just whatever's quickest. I don't really think about it that much to be honest.

Living out where I am, there's not loads of options anyway, so you kind of work with what you've got. If I'm grabbing something with mates it's usually just the same few spots we know work — chippy, the local, whatever. But day to day when I'm just eating at home, it's more about what my wife's got on the go, or if she's made something, or I'll just throw together whatever's there.

I get what you lot were saying about the familiar places and belonging and that, but I don't know — I think for me personally it's less about all that when it comes to food, and more just about... does it work, is it there, will it fill me up. Maybe I'm just not thinking about it as much as you lot.","Yeah, but that's exactly what I mean though, Noah. Like, you're not thinking about it, right? But you're still ending up at the same spots — the chippy, the local. That's the default kicking in, isn't it? Even when you're just trying to be practical about it, you're still defaulting to what's already there and what you know works.

I think that's actually the same thing Connor and Bilal were saying, just from a different angle. Like, Connor's talking about belonging and trust with his mates, Bilal's talking about not having to perform at the curry house — but Noah, what you're doing is just as much a default. You're not choosing between ten options, you're just going to the chippy because it's there and it does the job. Same mechanism, just... you're not thinking about the social side of it, but you're still stuck in the pattern.

I reckon that's what happens round here in the suburbs. There's not enough choice to make you think about it differently anyway. So whether you care about the belonging bit or you just want something quick, you end up in the same places. It's easier not to look around."
1910db2b74c7,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,2,Everyday food decision-making,2,voluntary,T016,Sam,197,T017,Noah,183,21,2,0,0,nah|that's not,,divergence,3,1,mixed,"Yeah, but that's exactly what I mean though, Noah. Like, you're not thinking about it, right? But you're still ending up at the same spots — the chippy, the local. That's the default kicking in, isn't it? Even when you're just trying to be practical about it, you're still defaulting to what's already there and what you know works.

I think that's actually the same thing Connor and Bilal were saying, just from a different angle. Like, Connor's talking about belonging and trust with his mates, Bilal's talking about not having to perform at the curry house — but Noah, what you're doing is just as much a default. You're not choosing between ten options, you're just going to the chippy because it's there and it does the job. Same mechanism, just... you're not thinking about the social side of it, but you're still stuck in the pattern.

I reckon that's what happens round here in the suburbs. There's not enough choice to make you think about it differently anyway. So whether you care about the belonging bit or you just want something quick, you end up in the same places. It's easier not to look around.","Nah, but that's not the same thing though, is it? I'm not stuck in a pattern — there literally isn't much else round here. If I want food I've got the chippy, I've got a couple of takeaways, maybe a pub or two. That's it. It's not that I'm defaulting because I haven't thought about it, it's that there's nothing else to choose from.

Like, you're in the suburbs too, Sam, but you're sort of acting like it's a choice thing — like, oh, we're just stuck in patterns because we're not thinking. But for me it's just practical. If there was a proper Thai place or a decent Italian round the corner I'd probably go there sometimes. But there isn't, so I go to the chippy. That's not me being stuck, that's just... that's what's available.

Connor's talking about loads of options in London and still picking the same bar — that's different, that's actually a choice. Mine's just, there's two or three places that exist and one of them does decent chips. I don't really see how that's the same mechanism."
1491d5ae7da2,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,2,Everyday food decision-making,3,voluntary,T017,Noah,183,T018,Sam,125,14,0,0,0,,,none,1,0,divergence,"Nah, but that's not the same thing though, is it? I'm not stuck in a pattern — there literally isn't much else round here. If I want food I've got the chippy, I've got a couple of takeaways, maybe a pub or two. That's it. It's not that I'm defaulting because I haven't thought about it, it's that there's nothing else to choose from.

Like, you're in the suburbs too, Sam, but you're sort of acting like it's a choice thing — like, oh, we're just stuck in patterns because we're not thinking. But for me it's just practical. If there was a proper Thai place or a decent Italian round the corner I'd probably go there sometimes. But there isn't, so I go to the chippy. That's not me being stuck, that's just... that's what's available.

Connor's talking about loads of options in London and still picking the same bar — that's different, that's actually a choice. Mine's just, there's two or three places that exist and one of them does decent chips. I don't really see how that's the same mechanism.","Fair point actually, yeah. You're right — that is different. I wasn't thinking about it like that. Like, Connor's got actual choice and he's choosing to stick with the same place anyway, whereas you've just got the chippy because that's what's there. That's not the same thing at all really.

I guess where I live there's a bit more than your area maybe, but you're still right — it's not like I'm weighing up loads of options every time I fancy a takeaway. There's probably three or four places that actually exist within reach, and yeah, I just go to one of them. But I wasn't really thinking about whether that's a choice or just... what's available, you know? You've made a fair point there."
9925821fea87,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,3,Gender and food choice,1,voluntary,T020,Bilal,182,T021,Henry,166,19,0,0,0,,,none,0,0,none,"Yeah, I think it does actually. Not in a massive way necessarily, but... like, there are certain things you just don't order when you're with mates, aren't there? I mean, I'll go to the curry house on my own and get what I want, but if I'm out with lads and we're at the pub or wherever, you're sort of aware of what people might think. Not that anyone's going to say anything, but you know what I mean.

Like, you're not ordering a salad or something that might look... I dunno, too careful or whatever. You just get the burger or the pie or the chips. It's not a conscious thing most of the time, it's just what you do. But then when I'm on my own at the curry house, I can get whatever — rice, veg, whatever — and no one's watching it, so it doesn't matter.

I think it's more about not wanting to stand out or have it be a thing, to be honest. You just want to blend in with what the other lads are doing.","Yeah, I know what you mean. Though I'd say for me it's changed a bit over the years, to be honest. When I was younger — like, in my twenties — I definitely did that. You'd be aware of it, wouldn't you? You wouldn't order certain things because it felt like it'd make you look a certain way. But now I'm 35, I just... I order what I want. If I fancy a salad or whatever, I'll get it. The lads don't care, and if they did, I'm not bothered anymore.

But yeah, I remember that thing you're talking about though. You're not thinking about it consciously, it's just built in — like, you know what's acceptable to order with mates and what isn't. It's a bit mad when you think about it, isn't it? Like, why would anyone care what another bloke eats. But it's definitely there when you're younger. I think you grow out of it a bit though. Or at least, I have."
84abdac544aa,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,3,Gender and food choice,2,voluntary,T021,Henry,166,T022,Bilal,176,19,0,0,0,,,none,0,0,none,"Yeah, I know what you mean. Though I'd say for me it's changed a bit over the years, to be honest. When I was younger — like, in my twenties — I definitely did that. You'd be aware of it, wouldn't you? You wouldn't order certain things because it felt like it'd make you look a certain way. But now I'm 35, I just... I order what I want. If I fancy a salad or whatever, I'll get it. The lads don't care, and if they did, I'm not bothered anymore.

But yeah, I remember that thing you're talking about though. You're not thinking about it consciously, it's just built in — like, you know what's acceptable to order with mates and what isn't. It's a bit mad when you think about it, isn't it? Like, why would anyone care what another bloke eats. But it's definitely there when you're younger. I think you grow out of it a bit though. Or at least, I have.","Yeah, I hear you on that Henry. I'm 32 now, so I'm kind of in between I think. Like, I'm not as worried about it as I probably was in my twenties, but it's still there sometimes depending on who I'm with, you know? 

It's not like I'm rigidly avoiding things anymore, but there's certain situations where I'll still just go with what feels... I dunno, neutral. Safe. Especially if it's lads I don't know that well, or work people or whatever. But then with the ones I've known for ages, or when I'm just doing my own thing, it doesn't really matter.

I think it's more about context than age maybe. Like, the curry house thing I mentioned — that's me being myself because I'm on my own and it's my space. But yeah, there's definitely still that awareness when you're with a group. I reckon I could probably care less about it if I tried, but you don't really think about it enough to challenge it, do you? It's just easier to fit in."
e30657524501,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,3,Gender and food choice,3,voluntary,T022,Bilal,176,T023,Henry,177,18,0,0,1,,,none,0,0,none,"Yeah, I hear you on that Henry. I'm 32 now, so I'm kind of in between I think. Like, I'm not as worried about it as I probably was in my twenties, but it's still there sometimes depending on who I'm with, you know? 

It's not like I'm rigidly avoiding things anymore, but there's certain situations where I'll still just go with what feels... I dunno, neutral. Safe. Especially if it's lads I don't know that well, or work people or whatever. But then with the ones I've known for ages, or when I'm just doing my own thing, it doesn't really matter.

I think it's more about context than age maybe. Like, the curry house thing I mentioned — that's me being myself because I'm on my own and it's my space. But yeah, there's definitely still that awareness when you're with a group. I reckon I could probably care less about it if I tried, but you don't really think about it enough to challenge it, do you? It's just easier to fit in.","That's fair, yeah. Maybe it's not just about age then. Like, I said I don't care anymore, but that's probably because I've known the same lads for years, you know? So it's not even a thing. But if I was going out with work people I didn't know well, or someone new's joined the group, I might still do it without even realizing. You're right about that — context matters more than just how old you are.

It's a bit like what you said though, about not really thinking about it enough to challenge it. Like, once you get comfortable in a situation, you stop noticing you're doing it. So it's not that I've gone, ""Right, I'm older now, I'm going to order what I want."" It's more that the situation's just... easy. Low stakes. No one's judging because we all know each other properly. 

But I reckon if you put me somewhere unfamiliar with new faces, I'd probably slip back into that a bit, without thinking. You'd just go for the safe option again, wouldn't you?"
54ebbefbbdbf,synthetic,fg2,macho_meals_fg2_demoonly_run01,demographics-only,3,Gender and food choice,4,voluntary,T023,Henry,177,T024,Bilal,202,26,0,0,0,,,none,0,0,none,"That's fair, yeah. Maybe it's not just about age then. Like, I said I don't care anymore, but that's probably because I've known the same lads for years, you know? So it's not even a thing. But if I was going out with work people I didn't know well, or someone new's joined the group, I might still do it without even realizing. You're right about that — context matters more than just how old you are.

It's a bit like what you said though, about not really thinking about it enough to challenge it. Like, once you get comfortable in a situation, you stop noticing you're doing it. So it's not that I've gone, ""Right, I'm older now, I'm going to order what I want."" It's more that the situation's just... easy. Low stakes. No one's judging because we all know each other properly. 

But I reckon if you put me somewhere unfamiliar with new faces, I'd probably slip back into that a bit, without thinking. You'd just go for the safe option again, wouldn't you?","Yeah, but that's the thing though, isn't it? I mean, you can notice it if you want to. Like, you're saying you'd slip back into it without thinking, but you could just... not, couldn't you? Even with new people.

I get what you mean about the comfortable situations — that's different, that's just being relaxed. But the unfamiliar stuff, the new faces — I think at 32 you know enough about yourself to make a choice rather than just defaulting. You don't have to slip back into anything.

I'm not saying I always do it, but sometimes I'll just order what I actually want even if I don't know the people that well, and honestly? No one gives a shit. The world doesn't collapse. But the thing is, I have to actually decide to do it. It's easier not to. It's easier to just go for the safe burger like everyone else and not have it be a thing. But then you're just kind of... letting the situation run you, aren't you? Rather than just being who you are.

I think maybe it's worth noticing it, at least. That's different from obsessing over it, but just... knowing you're doing it, I mean."
