side,physical_run,condition,fg,canonical_replication_index,metric_id,registry_status,value,numerator,denominator,namespace,caveat
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,chain_depth,registry,2,,15,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,participant_turns,derived_support,30,30,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,moderator_turns,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,participant_words,derived_support,6797,6797,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,total_words,derived_support,7513,7513,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,chain_depth_max,derived_support,5,,15,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,chain_depth_n_chains,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,words_per_turn_median,registry,260.5,,28,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg5_run01,enriched,fg5,1,words_per_turn_iqr,registry,41.75,,28,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,short_turn_proportion_25w,registry,0.0,0,28,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,short_turn_proportion_10w,registry,0.0,0,28,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_run01,enriched,fg5,1,short_turn_proportion_50w,registry,0.0,0,28,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_run01,enriched,fg5,1,turn_balance_gini,registry,0.0714,,28,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg5_run01,enriched,fg5,1,word_balance_gini,registry,0.1091,,7247,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg5_run01,enriched,fg5,1,moderator_turn_share,registry,0.3171,13,41,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_run01,enriched,fg5,1,moderator_word_share,registry,0.0923,737,7984,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_run01,enriched,fg5,1,participant_participant_adjacency,registry,0.375,15,40,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,reference_density,registry,0.75,21,28,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg5_run01,enriched,fg5,1,chain_depth,registry,2.1538,,13,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg5_run01,enriched,fg5,1,participant_turns,derived_support,28,28,,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,moderator_turns,derived_support,13,13,,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,participant_words,derived_support,7247,7247,,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,total_words,derived_support,7984,7984,,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,chain_depth_max,derived_support,5,,13,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,chain_depth_n_chains,derived_support,13,13,,_comparable_window,
synthetic,macho_meals_fg5_run01,enriched,fg5,1,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,words_per_turn_median,registry,239.5,,34,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg3_run03,enriched,fg3,3,words_per_turn_iqr,registry,64.0,,34,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,short_turn_proportion_25w,registry,0.0,0,34,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,short_turn_proportion_10w,registry,0.0,0,34,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg3_run03,enriched,fg3,3,short_turn_proportion_50w,registry,0.0,0,34,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg3_run03,enriched,fg3,3,turn_balance_gini,registry,0.1412,,34,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg3_run03,enriched,fg3,3,word_balance_gini,registry,0.1395,,7655,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg3_run03,enriched,fg3,3,moderator_turn_share,registry,0.3333,17,51,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg3_run03,enriched,fg3,3,moderator_word_share,registry,0.1324,1168,8823,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg3_run03,enriched,fg3,3,participant_participant_adjacency,registry,0.34,17,50,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,reference_density,registry,0.7647,26,34,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg3_run03,enriched,fg3,3,chain_depth,registry,2,,17,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg3_run03,enriched,fg3,3,participant_turns,derived_support,34,34,,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,moderator_turns,derived_support,17,17,,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,participant_words,derived_support,7655,7655,,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,total_words,derived_support,8823,8823,,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,chain_depth_max,derived_support,5,,17,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,chain_depth_n_chains,derived_support,17,17,,_comparable_window,
synthetic,macho_meals_fg3_run03,enriched,fg3,3,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,words_per_turn_median,registry,200.0,,26,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,words_per_turn_iqr,registry,81.5,,26,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,short_turn_proportion_25w,registry,0.0,0,26,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,short_turn_proportion_10w,registry,0.0,0,26,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,short_turn_proportion_50w,registry,0.0,0,26,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,turn_balance_gini,registry,0.0256,,26,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,word_balance_gini,registry,0.0753,,5114,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,moderator_turn_share,registry,0.381,16,42,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,moderator_word_share,registry,0.1614,984,6098,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,participant_participant_adjacency,registry,0.2439,10,41,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,reference_density,registry,0.5,13,26,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['mark']."
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,chain_depth,registry,1.625,,16,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,participant_turns,derived_support,26,26,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,moderator_turns,derived_support,16,16,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,participant_words,derived_support,5114,5114,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,total_words,derived_support,6098,6098,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,chain_depth_max,derived_support,5,,16,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,chain_depth_n_chains,derived_support,16,16,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['mark']
synthetic,macho_meals_fg4_run01,enriched,fg4,1,words_per_turn_median,registry,226,,25,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg4_run01,enriched,fg4,1,words_per_turn_iqr,registry,114.0,,25,_comparable_window,
synthetic,macho_meals_fg4_run01,enriched,fg4,1,short_turn_proportion_25w,registry,0.0,0,25,_comparable_window,
synthetic,macho_meals_fg4_run01,enriched,fg4,1,short_turn_proportion_10w,registry,0.0,0,25,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg4_run01,enriched,fg4,1,short_turn_proportion_50w,registry,0.0,0,25,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg4_run01,enriched,fg4,1,turn_balance_gini,registry,0.0267,,25,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg4_run01,enriched,fg4,1,word_balance_gini,registry,0.0831,,5338,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg4_run01,enriched,fg4,1,moderator_turn_share,registry,0.3056,11,36,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg4_run01,enriched,fg4,1,moderator_word_share,registry,0.0803,466,5804,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg4_run01,enriched,fg4,1,participant_participant_adjacency,registry,0.4,14,35,_comparable_window,
synthetic,macho_meals_fg4_run01,enriched,fg4,1,reference_density,registry,0.4,10,25,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['mark']."
synthetic,macho_meals_fg4_run01,enriched,fg4,1,chain_depth,registry,2.2727,,11,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg4_run01,enriched,fg4,1,participant_turns,derived_support,25,25,,_comparable_window,
synthetic,macho_meals_fg4_run01,enriched,fg4,1,moderator_turns,derived_support,11,11,,_comparable_window,
synthetic,macho_meals_fg4_run01,enriched,fg4,1,participant_words,derived_support,5338,5338,,_comparable_window,
synthetic,macho_meals_fg4_run01,enriched,fg4,1,total_words,derived_support,5804,5804,,_comparable_window,
synthetic,macho_meals_fg4_run01,enriched,fg4,1,chain_depth_max,derived_support,5,,11,_comparable_window,
synthetic,macho_meals_fg4_run01,enriched,fg4,1,chain_depth_n_chains,derived_support,11,11,,_comparable_window,
synthetic,macho_meals_fg4_run01,enriched,fg4,1,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['mark']
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,words_per_turn_median,registry,260,,25,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,words_per_turn_iqr,registry,33.0,,25,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,short_turn_proportion_25w,registry,0.0,0,25,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,short_turn_proportion_10w,registry,0.0,0,25,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,short_turn_proportion_50w,registry,0.0,0,25,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,turn_balance_gini,registry,0.13,,25,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,word_balance_gini,registry,0.1323,,6455,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,moderator_turn_share,registry,0.375,15,40,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,moderator_word_share,registry,0.1318,980,7435,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,participant_participant_adjacency,registry,0.2564,10,39,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,reference_density,registry,0.96,24,25,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,chain_depth,registry,1.6667,,15,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,participant_turns,derived_support,25,25,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,moderator_turns,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,participant_words,derived_support,6455,6455,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,total_words,derived_support,7435,7435,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,chain_depth_max,derived_support,4,,15,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,chain_depth_n_chains,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,words_per_turn_median,registry,262.0,,34,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg1_run03,enriched,fg1,3,words_per_turn_iqr,registry,80.25,,34,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,short_turn_proportion_25w,registry,0.0,0,34,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,short_turn_proportion_10w,registry,0.0,0,34,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_run03,enriched,fg1,3,short_turn_proportion_50w,registry,0.0,0,34,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_run03,enriched,fg1,3,turn_balance_gini,registry,0.0588,,34,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg1_run03,enriched,fg1,3,word_balance_gini,registry,0.0862,,8210,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg1_run03,enriched,fg1,3,moderator_turn_share,registry,0.32,16,50,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_run03,enriched,fg1,3,moderator_word_share,registry,0.0928,840,9050,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_run03,enriched,fg1,3,participant_participant_adjacency,registry,0.3673,18,49,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,reference_density,registry,0.5294,18,34,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['will']."
synthetic,macho_meals_fg1_run03,enriched,fg1,3,chain_depth,registry,2.125,,16,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg1_run03,enriched,fg1,3,participant_turns,derived_support,34,34,,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,moderator_turns,derived_support,16,16,,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,participant_words,derived_support,8210,8210,,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,total_words,derived_support,9050,9050,,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,chain_depth_max,derived_support,5,,16,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,chain_depth_n_chains,derived_support,16,16,,_comparable_window,
synthetic,macho_meals_fg1_run03,enriched,fg1,3,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['will']
human,,human,fg2,,words_per_turn_median,registry,89.5,,28,_comparable_window,report with IQR and the full distribution; never the mean alone
human,,human,fg2,,words_per_turn_iqr,registry,91.25,,28,_comparable_window,
human,,human,fg2,,short_turn_proportion_25w,registry,0.0357,1,28,_comparable_window,
human,,human,fg2,,short_turn_proportion_10w,registry,0.0,0,28,_comparable_window,sensitivity variant of the frozen 25-word threshold
human,,human,fg2,,short_turn_proportion_50w,registry,0.2143,6,28,_comparable_window,sensitivity variant of the frozen 25-word threshold
human,,human,fg2,,turn_balance_gini,registry,0.1,,28,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
human,,human,fg2,,word_balance_gini,registry,0.2001,,2874,_comparable_window,raw per-participant word vector retained in structural_distributions_long
human,,human,fg2,,moderator_turn_share,registry,0.1515,5,33,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
human,,human,fg2,,moderator_word_share,registry,0.03,89,2963,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
human,,human,fg2,,participant_participant_adjacency,registry,0.7188,23,32,_comparable_window,
human,,human,fg2,,reference_density,registry,0.0714,2,28,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
human,,human,fg2,,chain_depth,registry,5.6,,5,_comparable_window,mean; the maximum and the full distribution are reported alongside
human,,human,fg2,,participant_turns,derived_support,28,28,,_comparable_window,
human,,human,fg2,,moderator_turns,derived_support,5,5,,_comparable_window,
human,,human,fg2,,participant_words,derived_support,2874,2874,,_comparable_window,
human,,human,fg2,,total_words,derived_support,2963,2963,,_comparable_window,
human,,human,fg2,,chain_depth_max,derived_support,7,,5,_comparable_window,
human,,human,fg2,,chain_depth_n_chains,derived_support,5,5,,_comparable_window,
human,,human,fg2,,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,words_per_turn_median,registry,220.0,,30,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,words_per_turn_iqr,registry,78.75,,30,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,short_turn_proportion_25w,registry,0.0,0,30,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,short_turn_proportion_10w,registry,0.0,0,30,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,short_turn_proportion_50w,registry,0.0,0,30,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,turn_balance_gini,registry,0.1067,,30,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,word_balance_gini,registry,0.1801,,6226,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,moderator_turn_share,registry,0.3333,15,45,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,moderator_word_share,registry,0.1011,700,6926,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,participant_participant_adjacency,registry,0.3409,15,44,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,reference_density,registry,0.5,15,30,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,chain_depth,registry,2,,15,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,participant_turns,derived_support,30,30,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,moderator_turns,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,participant_words,derived_support,6226,6226,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,total_words,derived_support,6926,6926,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,chain_depth_max,derived_support,5,,15,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,chain_depth_n_chains,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,words_per_turn_median,registry,281,,51,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,words_per_turn_iqr,registry,55.0,,51,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,short_turn_proportion_25w,registry,0.0,0,51,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,short_turn_proportion_10w,registry,0.0,0,51,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,short_turn_proportion_50w,registry,0.0,0,51,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,turn_balance_gini,registry,0.0392,,51,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,word_balance_gini,registry,0.0415,,13731,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,moderator_turn_share,registry,0.3014,22,73,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,moderator_word_share,registry,0.0928,1404,15135,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,participant_participant_adjacency,registry,0.4028,29,72,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,reference_density,registry,0.4314,22,51,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['will']."
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,chain_depth,registry,2.3182,,22,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,participant_turns,derived_support,51,51,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,moderator_turns,derived_support,22,22,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,participant_words,derived_support,13731,13731,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,total_words,derived_support,15135,15135,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,chain_depth_max,derived_support,5,,22,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,chain_depth_n_chains,derived_support,22,22,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['will']
synthetic,macho_meals_fg1_run01,enriched,fg1,1,words_per_turn_median,registry,230,,37,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg1_run01,enriched,fg1,1,words_per_turn_iqr,registry,76.5,,37,_comparable_window,
synthetic,macho_meals_fg1_run01,enriched,fg1,1,short_turn_proportion_25w,registry,0.0,0,37,_comparable_window,
synthetic,macho_meals_fg1_run01,enriched,fg1,1,short_turn_proportion_10w,registry,0.0,0,37,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_run01,enriched,fg1,1,short_turn_proportion_50w,registry,0.0,0,37,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_run01,enriched,fg1,1,turn_balance_gini,registry,0.1081,,37,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg1_run01,enriched,fg1,1,word_balance_gini,registry,0.1568,,8430,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg1_run01,enriched,fg1,1,moderator_turn_share,registry,0.3273,18,55,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_run01,enriched,fg1,1,moderator_word_share,registry,0.1107,1049,9479,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_run01,enriched,fg1,1,participant_participant_adjacency,registry,0.3519,19,54,_comparable_window,
synthetic,macho_meals_fg1_run01,enriched,fg1,1,reference_density,registry,0.3784,14,37,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['will']."
synthetic,macho_meals_fg1_run01,enriched,fg1,1,chain_depth,registry,2.0556,,18,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg1_run01,enriched,fg1,1,participant_turns,derived_support,37,37,,_comparable_window,
synthetic,macho_meals_fg1_run01,enriched,fg1,1,moderator_turns,derived_support,18,18,,_comparable_window,
synthetic,macho_meals_fg1_run01,enriched,fg1,1,participant_words,derived_support,8430,8430,,_comparable_window,
synthetic,macho_meals_fg1_run01,enriched,fg1,1,total_words,derived_support,9479,9479,,_comparable_window,
synthetic,macho_meals_fg1_run01,enriched,fg1,1,chain_depth_max,derived_support,5,,18,_comparable_window,
synthetic,macho_meals_fg1_run01,enriched,fg1,1,chain_depth_n_chains,derived_support,18,18,,_comparable_window,
synthetic,macho_meals_fg1_run01,enriched,fg1,1,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['will']
synthetic,macho_meals_fg3_run01,enriched,fg3,1,words_per_turn_median,registry,284,,31,_comparable_window,report with IQR and the full distribution; never the mean alone
